model_name,lr,batch_size,lora_r,template_type,best-val-epoch,best-val-f1,loss,accuracy,precision,recall,f1
rinna/japanese-gpt-neox-3.6b,0.0003,8,32,2,6.0,0.9719836606292459,3.2393828682277513e-10,0.9728260869565217,0.969915204379785,0.9686869222039347,0.969090597749366
rinna/japanese-gpt-neox-3.6b,0.001,16,32,2,6.0,0.9712203216176003,0.001815833313309628,0.9782608695652174,0.977742792333945,0.9736805465119684,0.9751880027713722
rinna/japanese-gpt-neox-3.6b,0.0005,2,32,2,9.0,0.9711932113227147,0.0,0.9809782608695652,0.9801549703121704,0.9748360138979351,0.9770025998800451
rinna/japanese-gpt-neox-3.6b,0.0005,4,32,2,8.0,0.970769531790148,1.6196914341138756e-10,0.9741847826086957,0.9737083250713154,0.9701445437950714,0.9714534339623773
rinna/japanese-gpt-neox-3.6b,0.001,32,32,2,8.0,0.9692023837818683,0.32656831326692,0.9769021739130435,0.9751131471972203,0.9726814705282213,0.9735649694748739
rinna/japanese-gpt-neox-3.6b,0.0005,64,32,2,5.0,0.9656896363870922,0.009133089495741802,0.9755434782608695,0.9739427009003551,0.9735245594737807,0.9735495118410125
